Notes,County,County Code,Race,Race Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,18 years,18,28
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,19 years,19,48
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,20 years,20,47
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,21 years,21,68
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,22 years,22,92
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,23 years,23,106
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,24 years,24,133
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,25 years,25,168
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,26 years,26,247
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,27 years,27,298
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,28 years,28,337
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,29 years,29,397
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,30 years,30,415
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,31 years,31,410
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,32 years,32,413
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,33 years,33,389
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,34 years,34,345
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,35 years,35,303
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,36 years,36,302
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,37 years,37,230
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,38 years,38,192
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,39 years,39,132
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,40 years,40,95
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,41 years,41,79
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,42 years,42,38
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,43 years,43,24
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2011,2011,44 years,44,13
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,17 years,17,12
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,18 years,18,23
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,19 years,19,45
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,20 years,20,43
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,21 years,21,62
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,22 years,22,98
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,23 years,23,112
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,24 years,24,143
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,25 years,25,194
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,26 years,26,238
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,27 years,27,324
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,28 years,28,406
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,29 years,29,413
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,30 years,30,492
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,31 years,31,490
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,32 years,32,452
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,33 years,33,405
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,34 years,34,410
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,35 years,35,334
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,36 years,36,305
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,37 years,37,253
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,38 years,38,180
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,39 years,39,146
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,40 years,40,104
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,41 years,41,74
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,42 years,42,44
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,43 years,43,17
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,44 years,44,14
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2012,2012,45 years,45,10
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,17 years,17,12
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,18 years,18,22
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,19 years,19,49
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,20 years,20,63
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,21 years,21,66
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,22 years,22,99
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,23 years,23,100
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,24 years,24,147
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,25 years,25,193
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,26 years,26,221
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,27 years,27,282
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,28 years,28,364
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,29 years,29,391
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,30 years,30,445
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,31 years,31,438
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,32 years,32,450
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,33 years,33,412
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,34 years,34,377
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,35 years,35,348
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,36 years,36,277
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,37 years,37,225
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,38 years,38,200
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,39 years,39,126
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,40 years,40,102
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,41 years,41,79
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,42 years,42,37
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,43 years,43,32
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2013,2013,44 years,44,18
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,18 years,18,14
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,19 years,19,39
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,20 years,20,53
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,21 years,21,65
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,22 years,22,81
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,23 years,23,112
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,24 years,24,149
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,25 years,25,197
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,26 years,26,245
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,27 years,27,285
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,28 years,28,370
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,29 years,29,430
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,30 years,30,465
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,31 years,31,506
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,32 years,32,531
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,33 years,33,484
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,34 years,34,422
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,35 years,35,400
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,36 years,36,293
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,37 years,37,248
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,38 years,38,193
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,39 years,39,153
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,40 years,40,110
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,41 years,41,84
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,42 years,42,57
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,43 years,43,26
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2014,2014,44 years,44,21
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,18 years,18,15
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,19 years,19,28
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,20 years,20,46
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,21 years,21,59
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,22 years,22,85
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,23 years,23,117
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,24 years,24,119
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,25 years,25,176
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,26 years,26,216
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,27 years,27,278
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,28 years,28,370
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,29 years,29,429
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,30 years,30,514
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,31 years,31,539
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,32 years,32,529
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,33 years,33,507
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,34 years,34,445
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,35 years,35,407
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,36 years,36,318
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,37 years,37,267
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,38 years,38,207
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,39 years,39,154
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,40 years,40,101
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,41 years,41,77
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,42 years,42,53
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,43 years,43,32
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,44 years,44,18
,"King County, WA",53033,Asian or Pacific Islander,A-PI,2015,2015,45 years,45,17
,"King County, WA",53033,Black or African American,2054-5,2011,2011,16 years,16,12
,"King County, WA",53033,Black or African American,2054-5,2011,2011,17 years,17,23
,"King County, WA",53033,Black or African American,2054-5,2011,2011,18 years,18,53
,"King County, WA",53033,Black or African American,2054-5,2011,2011,19 years,19,68
,"King County, WA",53033,Black or African American,2054-5,2011,2011,20 years,20,98
,"King County, WA",53033,Black or African American,2054-5,2011,2011,21 years,21,101
,"King County, WA",53033,Black or African American,2054-5,2011,2011,22 years,22,112
,"King County, WA",53033,Black or African American,2054-5,2011,2011,23 years,23,126
,"King County, WA",53033,Black or African American,2054-5,2011,2011,24 years,24,122
,"King County, WA",53033,Black or African American,2054-5,2011,2011,25 years,25,162
,"King County, WA",53033,Black or African American,2054-5,2011,2011,26 years,26,141
,"King County, WA",53033,Black or African American,2054-5,2011,2011,27 years,27,145
,"King County, WA",53033,Black or African American,2054-5,2011,2011,28 years,28,157
,"King County, WA",53033,Black or African American,2054-5,2011,2011,29 years,29,144
,"King County, WA",53033,Black or African American,2054-5,2011,2011,30 years,30,156
,"King County, WA",53033,Black or African American,2054-5,2011,2011,31 years,31,135
,"King County, WA",53033,Black or African American,2054-5,2011,2011,32 years,32,123
,"King County, WA",53033,Black or African American,2054-5,2011,2011,33 years,33,110
,"King County, WA",53033,Black or African American,2054-5,2011,2011,34 years,34,91
,"King County, WA",53033,Black or African American,2054-5,2011,2011,35 years,35,91
,"King County, WA",53033,Black or African American,2054-5,2011,2011,36 years,36,73
,"King County, WA",53033,Black or African American,2054-5,2011,2011,37 years,37,61
,"King County, WA",53033,Black or African American,2054-5,2011,2011,38 years,38,62
,"King County, WA",53033,Black or African American,2054-5,2011,2011,39 years,39,62
,"King County, WA",53033,Black or African American,2054-5,2011,2011,40 years,40,39
,"King County, WA",53033,Black or African American,2054-5,2011,2011,41 years,41,28
,"King County, WA",53033,Black or African American,2054-5,2011,2011,42 years,42,14
,"King County, WA",53033,Black or African American,2054-5,2011,2011,43 years,43,11
,"King County, WA",53033,Black or African American,2054-5,2012,2012,17 years,17,23
,"King County, WA",53033,Black or African American,2054-5,2012,2012,18 years,18,41
,"King County, WA",53033,Black or African American,2054-5,2012,2012,19 years,19,67
,"King County, WA",53033,Black or African American,2054-5,2012,2012,20 years,20,77
,"King County, WA",53033,Black or African American,2054-5,2012,2012,21 years,21,96
,"King County, WA",53033,Black or African American,2054-5,2012,2012,22 years,22,105
,"King County, WA",53033,Black or African American,2054-5,2012,2012,23 years,23,104
,"King County, WA",53033,Black or African American,2054-5,2012,2012,24 years,24,120
